Date_UTC,MLT,MLAT,GLON,GLAT
2000-06-14 14:40:00,12.05,79.41,303.85,72.78
2000-06-14 19:11:00,11.29,77.22,254.97,69.12
2000-06-14 21:02:00,13.16,77.22,254.97,69.12
2000-06-15 12:22:00,5.54,66.74,265.36,56.38
2000-06-15 16:16:00,9.19,66.74,265.36,56.38
2000-06-15 16:36:00,10.75,74.59,276.00,64.35
2000-06-15 19:11:00,7.47,70.28,203.38,71.32
2000-06-15 20:32:00,3.82,72.03,104.28,77.72
2000-06-16 00:22:00,22.70,66.07,314.56,61.16
2000-06-17 12:22:00,10.16,79.41,303.85,72.78
2000-06-17 15:24:00,4.02,66.45,218.84,64.78
2000-06-18 14:43:00,3.33,66.45,218.84,64.78
2000-06-18 16:32:00,5.41,66.45,218.84,64.78
2000-06-19 02:46:00,0.91,66.07,314.56,61.16
2000-06-21 21:29:00,4.73,72.03,104.28,77.72
2000-06-22 00:06:00,2.68,63.83,26.63,67.37
2000-06-23 04:19:00,5.07,70.22,351.30,70.90
2000-06-23 05:07:00,3.21,66.07,314.56,61.16
2000-06-23 05:33:00,22.85,66.74,265.36,56.38
2000-06-23 13:02:00,1.94,66.45,218.84,64.78
2000-06-23 13:25:00,2.25,66.45,218.84,64.78
2000-06-23 13:47:00,2.53,66.45,218.84,64.78
2000-06-23 18:02:00,4.66,65.47,170.90,70.08
2000-06-23 18:23:00,7.77,66.45,218.84,64.78
2000-06-23 18:48:00,7.01,70.28,203.38,71.32
2000-06-23 19:15:00,7.51,70.28,203.38,71.32
2000-06-23 22:15:00,5.46,72.03,104.28,77.72
2000-06-24 00:11:00,16.17,77.22,254.97,69.12
2000-06-24 05:49:00,5.47,64.86,338.30,64.18
2000-06-24 07:54:00,5.95,66.07,314.56,61.16
2000-06-26 00:12:00,1.17,70.22,351.30,70.90
2000-06-26 04:17:00,5.03,70.22,351.30,70.90
2000-06-26 07:31:00,7.50,71.55,338.03,70.48
2000-06-26 08:04:00,0.38,67.35,256.32,58.22
2000-06-26 08:26:00,6.21,67.80,310.32,62.00
2000-06-26 09:56:00,3.26,66.74,265.36,56.38
2000-06-26 10:26:00,5.56,65.78,282.26,55.28
2000-06-26 11:45:00,4.97,66.74,265.36,56.38
2000-06-26 12:16:00,5.42,66.74,265.36,56.38
2000-06-26 14:21:00,2.98,66.45,218.84,64.78
2000-06-26 14:48:00,2.99,65.28,212.14,64.87
2000-06-26 15:19:00,3.90,66.45,218.84,64.78
2000-06-26 15:53:00,4.54,66.45,218.84,64.78
2000-06-26 16:27:00,5.26,66.45,218.84,64.78
2000-06-26 17:09:00,5.79,65.28,212.14,64.87
2000-06-26 17:40:00,6.47,65.28,212.14,64.87
2000-06-26 18:27:00,5.15,65.46,170.90,70.08
2000-06-26 19:04:00,8.55,66.45,218.84,64.78
2000-06-26 19:52:00,6.70,65.46,170.90,70.08
2000-06-26 20:47:00,5.46,66.07,128.92,71.59
2000-06-26 22:35:00,4.47,68.70,80.70,73.53
2000-06-27 00:04:00,7.20,72.03,104.28,77.72
2000-06-27 05:38:00,22.92,66.73,265.36,56.38
2000-06-27 06:26:00,23.70,66.73,265.36,56.38
2000-06-27 07:01:00,2.08,65.78,282.26,55.28
2000-06-27 09:48:00,1.03,69.51,245.52,62.48
2000-06-27 12:24:00,1.02,65.28,212.14,64.87
2000-06-27 17:09:00,8.75,77.22,254.97,69.12
2000-06-27 21:47:00,0.37,66.12,23.70,69.46
2000-06-27 22:37:00,4.50,68.70,80.70,73.53
2000-06-28 00:17:00,2.78,66.12,23.70,69.46
2000-06-28 02:14:00,4.17,66.35,16.03,69.30
2000-06-28 11:34:00,9.43,79.41,303.85,72.78
2000-06-28 15:04:00,12.38,79.41,303.85,72.78
2000-06-28 20:12:00,2.13,68.70,80.70,73.53
2000-06-28 21:38:00,0.22,66.12,23.70,69.46
2000-06-29 00:54:00,3.27,64.63,23.53,68.02
2000-06-29 05:29:00,3.55,66.06,314.56,61.16
2000-06-29 10:54:00,8.82,79.41,303.85,72.78
2000-07-03 05:51:00,23.14,69.04,265.91,58.76
2000-07-03 09:42:00,2.05,67.35,256.32,58.22
2000-07-03 11:31:00,2.97,67.65,248.07,60.03
2000-07-05 07:00:00,2.04,65.78,282.26,55.28
2000-07-05 07:40:00,23.94,67.35,256.32,58.22
2000-07-05 10:25:00,23.19,65.27,212.14,64.87
2000-07-06 07:18:00,0.52,66.73,265.36,56.38
2000-07-06 13:22:00,4.53,67.65,248.07,60.03
2000-07-07 08:58:00,1.28,67.35,256.32,58.22
2000-07-08 11:05:00,1.72,67.49,238.77,61.76
2000-07-10 05:16:00,0.33,65.78,282.26,55.28
2000-07-10 06:39:00,23.87,66.73,265.36,56.38
2000-07-10 15:16:00,7.48,77.91,264.15,68.63
2000-07-10 18:41:00,13.30,74.58,276.00,64.35
2000-07-11 03:57:00,23.02,65.78,282.26,55.28
2000-07-11 05:24:00,22.65,66.73,265.36,56.38
2000-07-11 06:43:00,4.72,66.06,314.56,61.16
2000-07-11 09:27:00,7.15,70.39,308.27,64.17
2000-07-11 10:07:00,22.88,65.27,212.14,64.87
2000-07-11 14:38:00,6.87,77.91,264.15,68.63
2000-07-11 16:14:00,13.69,79.41,303.85,72.78
2000-07-11 18:27:00,13.02,74.58,276.00,64.35
2000-07-11 19:45:00,1.62,68.71,80.70,73.53
2000-07-11 20:40:00,7.44,65.46,170.90,70.08
2000-07-11 22:21:00,0.76,63.44,24.08,66.90
2000-07-11 23:25:00,5.22,68.71,80.70,73.53
2000-07-12 00:11:00,2.63,66.12,23.70,69.46
2000-07-13 07:15:00,0.46,66.73,265.36,56.38
2000-07-13 09:52:00,23.02,66.44,218.84,64.78
2000-07-13 10:13:00,3.49,66.73,265.36,56.38
2000-07-13 10:42:00,2.22,62.08,246.65,54.62
2000-07-13 11:47:00,3.23,62.08,246.65,54.62
2000-07-13 12:09:00,3.55,62.08,246.65,54.62
2000-07-13 12:58:00,10.40,70.39,308.27,64.17
2000-07-13 14:36:00,7.30,66.73,265.36,56.38
2000-07-13 14:57:00,5.88,62.08,246.65,54.62
2000-07-13 20:41:00,23.76,64.21,35.02,67.97
2000-07-13 21:38:00,0.28,71.50,19.20,74.50
2000-07-14 01:46:00,1.49,64.86,338.30,64.18
2000-07-14 08:47:00,0.41,64.51,248.79,56.66
2000-07-14 09:25:00,0.07,67.49,238.77,61.76
2000-07-14 09:47:00,22.94,66.44,218.84,64.78
2000-07-14 14:11:00,2.83,66.44,218.84,64.78
2000-07-14 15:25:00,8.27,72.95,267.89,62.82
2000-07-14 16:10:00,2.16,65.46,170.90,70.08
2000-07-14 17:03:00,11.24,74.58,276.00,64.35
2000-07-14 17:37:00,15.49,79.40,303.85,72.78
2000-07-14 18:00:00,7.23,66.44,218.84,64.78
2000-07-14 18:21:00,7.66,66.44,218.84,64.78
2000-07-14 18:51:00,6.99,70.27,203.38,71.32
2000-07-14 19:22:00,7.55,70.27,203.38,71.32
2000-07-15 03:41:00,1.73,66.06,314.56,61.16
2000-07-15 07:13:00,5.91,69.14,322.37,65.60
2000-07-15 08:12:00,22.80,67.49,238.77,61.76
2000-07-15 08:32:00,23.15,67.49,238.77,61.76
2000-07-15 08:53:00,0.35,67.65,248.07,60.03
2000-07-15 10:08:00,3.41,66.73,265.36,56.38
2000-07-15 11:04:00,23.79,65.27,212.14,64.87
2000-07-15 11:51:00,5.02,71.23,265.95,61.11
2000-07-15 12:52:00,4.95,67.35,256.32,58.22
2000-07-15 13:12:00,4.40,67.65,248.07,60.03
2000-07-15 14:30:00,5.47,62.08,246.65,54.62
2000-07-15 15:05:00,6.80,67.35,256.32,58.22
2000-07-15 15:26:00,12.74,79.40,303.85,72.78
2000-07-15 16:08:00,8.95,69.03,265.91,58.76
2000-07-15 16:46:00,12.63,72.85,291.48,63.75
2000-07-15 17:24:00,6.07,65.27,212.14,64.87
2000-07-15 17:52:00,8.57,67.49,238.77,61.76
2000-07-15 18:21:00,6.95,66.67,208.45,66.90
2000-07-15 18:52:00,11.92,77.91,264.15,68.63
2000-07-15 19:34:00,14.24,74.58,276.00,64.35
2000-07-15 19:54:00,5.84,60.10,150.78,65.75
2000-07-15 20:35:00,6.52,60.10,150.78,65.75
2000-07-15 21:04:00,7.00,60.10,150.78,65.75
2000-07-15 21:26:00,7.36,60.10,150.78,65.75
2000-07-15 22:05:00,1.04,53.97,38.33,58.03
2000-07-15 23:19:00,10.00,65.46,170.90,70.08
2000-07-15 23:43:00,1.47,56.36,17.35,59.90
2000-07-16 00:32:00,2.26,55.77,17.83,59.35
2000-07-16 03:27:00,3.77,60.55,352.98,62.05
2000-07-16 04:19:00,19.80,67.65,248.07,60.03
2000-07-16 07:36:00,13.05,73.90,76.54,79.30
2000-07-16 09:13:00,22.35,66.44,218.84,64.78
2000-07-16 11:22:00,0.47,66.44,218.84,64.78
2000-07-17 01:38:00,8.59,72.04,104.28,77.72
2000-07-17 03:27:00,1.50,66.06,314.56,61.16
2000-07-18 13:00:00,10.64,79.40,303.85,72.78
2000-07-18 17:02:00,8.55,77.21,254.97,69.12
2000-07-18 20:59:00,23.62,71.50,19.20,74.50
2000-07-19 15:31:00,12.83,79.40,303.85,72.78
2000-07-20 01:37:00,8.57,72.04,104.28,77.72
2000-07-20 02:33:00,4.57,64.58,20.42,67.84
2000-07-20 03:11:00,4.84,65.27,13.54,68.13
2000-07-20 03:39:00,3.27,64.86,338.30,64.18
2000-07-20 04:14:00,4.54,60.55,352.98,62.05
2000-07-20 05:02:00,4.64,64.86,338.30,64.18
2000-07-20 05:26:00,6.78,62.05,10.99,64.94
2000-07-20 06:38:00,5.34,69.13,322.37,65.60
2000-07-20 07:14:00,4.93,67.79,310.32,62.00
2000-07-20 08:09:00,23.62,62.07,246.65,54.62
2000-07-20 09:55:00,23.74,59.90,224.67,57.06
2000-07-21 00:05:00,23.94,64.24,339.44,63.77
2000-07-22 10:22:00,5.44,65.77,282.26,55.28
2000-07-22 10:48:00,8.55,67.79,310.32,62.00
2000-07-22 12:46:00,5.82,66.73,265.36,56.38
2000-07-22 15:15:00,3.80,66.44,218.84,64.78
2000-07-22 16:00:00,4.27,65.60,212.57,65.12
2000-07-22 16:25:00,4.78,65.27,212.14,64.87
2000-07-22 17:09:00,5.74,65.27,212.14,64.87
2000-07-23 15:01:00,5.08,67.49,238.77,61.76
2000-07-23 15:53:00,6.02,67.49,238.77,61.76
2000-07-23 17:04:00,9.84,74.01,263.99,64.32
2000-07-23 18:20:00,4.93,65.46,170.90,70.08
2000-07-23 19:18:00,6.01,65.46,170.90,70.08
2000-07-23 19:42:00,6.43,65.46,170.90,70.08
2000-07-23 23:14:00,5.00,68.71,80.70,73.53
2000-07-26 06:57:00,7.60,70.22,351.30,70.90
2000-07-26 09:23:00,7.13,67.79,310.32,62.00
2000-07-26 09:46:00,7.45,70.39,308.27,64.17
2000-07-26 13:27:00,23.58,65.46,170.90,70.08
2000-07-26 17:45:00,5.66,70.27,203.38,71.32
2000-07-26 18:59:00,5.66,65.46,170.90,70.08
2000-07-26 19:24:00,6.11,65.46,170.90,70.08
2000-07-26 22:39:00,1.08,60.85,27.23,64.52
2000-07-26 23:02:00,1.00,61.26,18.75,64.61
2000-07-28 00:35:00,0.36,64.86,338.30,64.18
2000-07-28 03:02:00,4.88,66.35,16.03,69.30
2000-07-28 04:04:00,5.90,66.35,16.03,69.30
2000-07-28 06:24:00,4.40,66.06,314.56,61.16
2000-07-28 08:39:00,1.79,60.62,263.96,50.20
2000-07-28 12:06:00,9.89,73.03,309.28,67.02
2000-07-28 12:39:00,5.73,66.73,265.36,56.38
2000-07-28 14:16:00,2.53,65.27,212.14,64.87
2000-07-28 14:40:00,7.39,66.73,265.36,56.38
2000-07-28 15:36:00,6.71,64.51,248.79,56.66
2000-07-28 15:56:00,1.08,60.10,150.78,65.75
2000-07-28 16:43:00,4.88,66.67,208.45,66.90
2000-07-29 00:59:00,3.25,63.44,24.08,66.90
2000-07-29 04:45:00,23.81,65.77,282.26,55.28
2000-07-29 06:27:00,7.11,70.22,351.30,70.90
2000-07-29 08:56:00,7.11,71.66,313.71,66.48
2000-07-29 10:32:00,2.05,62.07,246.65,54.62
2000-07-29 11:14:00,6.27,65.77,282.26,55.28
2000-07-29 11:34:00,3.03,62.07,246.65,54.62
2000-07-30 02:23:00,2.05,64.86,338.30,64.18
2000-07-30 12:38:00,0.35,70.27,203.38,71.32
2000-07-31 03:07:00,1.17,66.06,314.56,61.16
2000-07-31 08:08:00,23.73,64.51,248.79,56.66
2000-07-31 08:31:00,23.13,67.49,238.77,61.76
2000-07-31 18:16:00,6.29,70.27,203.38,71.32
2000-07-31 21:11:00,9.86,66.66,208.45,66.90
2000-07-31 21:39:00,23.64,61.26,18.75,64.61
2000-08-01 05:38:00,22.87,66.73,265.36,56.38
2000-08-01 09:28:00,22.60,66.44,218.84,64.78
2000-08-01 15:35:00,1.51,65.46,170.90,70.08
2000-08-01 16:03:00,2.06,65.46,170.90,70.08
2000-08-01 16:23:00,2.47,65.46,170.90,70.08
2000-08-01 21:23:00,23.54,65.20,18.82,68.35
2000-08-02 02:46:00,2.42,64.86,338.30,64.18
2000-08-02 09:39:00,22.46,67.44,214.78,66.56
2000-08-02 10:08:00,22.80,71.21,216.35,70.14
2000-08-02 19:31:00,8.42,71.21,216.35,70.14
2000-08-02 23:54:00,23.74,64.24,339.44,63.77
2000-08-03 05:26:00,21.73,67.34,256.32,58.22
2000-08-03 05:52:00,21.50,64.51,248.79,56.66
2000-08-03 08:29:00,21.11,71.21,216.35,70.14
2000-08-03 17:49:00,5.76,70.27,203.38,71.32
2000-08-04 01:09:00,0.89,64.86,338.30,64.18
2000-08-04 05:40:00,5.27,64.86,338.30,64.18
2000-08-04 06:39:00,4.65,66.06,314.56,61.16
2000-08-04 07:04:00,21.67,67.49,238.77,61.76
2000-08-04 12:31:00,1.12,65.27,212.14,64.87
2000-08-04 12:51:00,1.97,66.12,220.89,64.05
2000-08-04 16:47:00,5.31,65.60,212.57,65.12
2000-08-04 18:03:00,20.50,71.50,19.20,74.50
2000-08-04 23:14:00,23.08,64.24,339.44,63.77
2000-08-05 06:25:00,1.45,65.77,282.26,55.28
2000-08-05 07:46:00,5.48,67.79,310.32,62.00
2000-08-05 08:31:00,21.62,66.44,218.84,64.78
2000-08-05 08:54:00,2.14,66.73,265.36,56.38
2000-08-05 12:44:00,5.83,66.73,265.36,56.38
2000-08-05 14:12:00,2.91,66.44,218.84,64.78
2000-08-05 15:55:00,1.92,65.46,170.90,70.08
2000-08-05 17:29:00,5.90,66.66,208.45,66.90
2000-08-05 21:52:00,0.43,71.50,19.20,74.50
2000-08-05 22:50:00,4.58,68.71,80.70,73.53
2000-08-05 23:32:00,1.85,63.44,24.08,66.90
2000-08-06 02:26:00,21.55,65.77,282.26,55.28
2000-08-06 04:33:00,6.39,66.35,16.03,69.30
2000-08-06 12:45:00,14.94,71.50,19.20,74.50
2000-08-06 13:10:00,2.08,66.44,218.84,64.78
2000-08-06 14:23:00,9.19,74.12,283.40,64.20
2000-08-06 17:23:00,5.99,71.21,216.35,70.14
2000-08-07 05:49:00,23.06,66.72,265.36,56.38
2000-08-07 10:01:00,1.68,64.51,248.79,56.66
2000-08-07 10:57:00,4.21,66.72,265.36,56.38
2000-08-07 18:20:00,0.04,68.71,80.70,73.53
2000-08-08 07:37:00,0.83,66.72,265.36,56.38
2000-08-08 07:57:00,1.17,66.72,265.36,56.38
2000-08-08 12:40:00,1.67,66.44,218.84,64.78
2000-08-10 06:45:00,1.79,65.77,282.26,55.28
2000-08-10 12:03:00,3.64,64.51,248.79,56.66
2000-08-10 12:23:00,1.43,66.44,218.84,64.78
2000-08-10 16:26:00,5.28,66.44,218.84,64.78
2000-08-10 20:38:00,8.75,70.27,203.38,71.32
2000-08-10 21:21:00,3.12,68.71,80.70,73.53
2000-08-10 22:15:00,0.60,61.50,25.85,65.10
2000-08-10 23:02:00,0.37,59.12,9.11,62.07
2000-08-11 01:08:00,2.41,59.12,9.11,62.07
2000-08-11 01:47:00,4.03,61.50,25.85,65.10
2000-08-11 03:40:00,3.31,64.86,338.30,64.18
2000-08-11 04:02:00,4.37,60.56,352.98,62.05
2000-08-11 04:23:00,21.66,66.72,265.36,56.38
2000-08-11 05:28:00,5.09,64.86,338.30,64.18
2000-08-11 06:39:00,23.81,60.62,263.96,50.20
2000-08-11 08:19:00,23.81,62.07,246.65,54.62
2000-08-11 09:38:00,1.30,64.51,248.79,56.66
2000-08-11 10:16:00,1.81,62.07,246.65,54.62
2000-08-11 10:37:00,2.16,62.07,246.65,54.62
2000-08-11 11:09:00,2.32,69.51,245.52,62.48
2000-08-11 11:47:00,1.05,66.11,220.89,64.05
2000-08-11 13:37:00,2.08,65.27,212.14,64.87
2000-08-11 14:20:00,19.48,68.71,80.70,73.53
2000-08-11 19:44:00,8.78,67.44,214.78,66.56
2000-08-11 21:15:00,9.36,70.27,203.38,71.32
2000-08-11 21:43:00,23.68,61.26,18.75,64.61
2000-08-12 02:23:00,9.31,72.04,104.28,77.72
2000-08-12 02:51:00,4.66,61.26,18.75,64.61
2000-08-12 03:13:00,3.57,60.56,352.98,62.05
2000-08-12 03:57:00,6.21,66.12,23.70,69.46
2000-08-12 04:22:00,6.03,65.28,13.54,68.13
2000-08-12 05:35:00,22.77,60.62,263.96,50.20
2000-08-12 06:01:00,21.50,67.65,248.07,60.03
2000-08-12 06:21:00,6.65,60.56,352.98,62.05
2000-08-12 07:41:00,2.88,55.89,284.45,45.40
2000-08-12 08:01:00,22.87,53.81,236.58,48.52
2000-08-12 08:28:00,20.89,66.66,208.45,66.90
2000-08-12 08:50:00,2.01,60.62,263.96,50.20
2000-08-12 09:40:00,2.87,60.62,263.96,50.20
2000-08-12 10:22:00,1.27,53.81,236.58,48.52
2000-08-12 10:56:00,4.20,66.72,265.36,56.38
2000-08-12 11:17:00,2.80,62.07,246.65,54.62
2000-08-12 11:50:00,3.32,62.07,246.65,54.62
2000-08-12 13:12:00,6.18,60.62,263.96,50.20
2000-08-12 13:33:00,6.47,60.62,263.96,50.20
2000-08-12 14:21:00,3.09,66.44,218.84,64.78
2000-08-12 14:49:00,6.01,64.51,248.79,56.66
2000-08-12 15:44:00,6.82,62.07,246.65,54.62
2000-08-12 17:30:00,9.00,67.65,248.07,60.03
2000-08-12 18:38:00,7.64,67.44,214.78,66.56
2000-08-12 19:05:00,12.26,74.00,263.99,64.32
2000-08-12 20:16:00,8.39,70.27,203.38,71.32
2000-08-12 20:45:00,8.87,70.27,203.38,71.32
2000-08-13 00:02:00,21.96,67.79,310.32,62.00
2000-08-14 12:37:00,10.40,79.40,303.85,72.78
2000-08-14 18:55:00,5.59,65.46,170.90,70.08
2000-08-14 22:22:00,0.69,63.44,24.08,66.90
2000-08-14 22:52:00,0.69,65.28,13.54,68.13
2000-08-15 08:44:00,23.38,67.49,238.77,61.76
2000-08-15 09:47:00,0.46,67.49,238.77,61.76
2000-08-15 10:39:00,23.34,71.21,216.35,70.14
2000-08-15 10:59:00,23.81,67.44,214.78,66.56
2000-08-16 05:21:00,0.44,65.77,282.26,55.28
2000-08-16 08:12:00,23.68,67.65,248.07,60.03
2000-08-16 12:39:00,23.00,65.46,170.90,70.08
2000-08-17 05:12:00,22.49,66.72,265.36,56.38
2000-08-17 06:02:00,21.35,73.16,248.75,65.75
2000-08-17 08:57:00,21.71,65.27,212.14,64.87
2000-08-17 09:17:00,22.45,66.44,218.84,64.78
2000-08-17 19:06:00,21.68,71.50,19.20,74.50
2000-08-21 03:30:00,3.19,64.86,338.30,64.18
2000-08-21 09:10:00,0.72,62.07,246.65,54.62
2000-08-21 11:03:00,23.84,65.27,212.14,64.87
2000-08-21 21:27:00,23.02,62.05,10.99,64.94
2000-08-21 21:49:00,21.63,64.86,338.30,64.18
2000-08-23 10:59:00,4.29,66.72,265.36,56.38
2000-08-23 11:27:00,4.77,69.02,265.91,58.76
2000-08-24 04:54:00,3.00,66.06,314.56,61.16
2000-08-25 03:18:00,20.20,77.90,264.15,68.63
2000-08-25 20:17:00,22.86,71.50,19.20,74.50
2000-08-26 06:15:00,23.55,71.22,265.95,61.11
2000-08-27 14:15:00,11.89,79.40,303.85,72.78
2000-08-28 00:25:00,22.26,70.39,308.27,64.17
2000-08-28 09:24:00,4.54,65.76,282.26,55.28
2000-08-28 09:52:00,22.69,65.27,212.14,64.87
2000-08-28 10:18:00,23.04,71.21,216.35,70.14
2000-08-28 12:21:00,5.62,66.72,265.36,56.38
2000-08-28 12:44:00,1.85,66.44,218.84,64.78
2000-08-28 17:23:00,23.01,68.71,80.70,73.53
2000-08-28 17:45:00,23.44,68.71,80.70,73.53
2000-08-28 20:29:00,23.00,63.84,26.63,67.37
2000-08-28 22:12:00,22.70,60.56,352.98,62.05
2000-08-28 23:09:00,0.70,62.05,10.99,64.94
2000-08-28 23:54:00,2.29,60.85,27.23,64.52
2000-08-29 01:33:00,3.69,66.57,18.94,69.66
2000-08-29 02:47:00,0.94,66.06,314.56,61.16
2000-08-29 05:14:00,6.01,70.22,351.30,70.90
2000-08-29 05:37:00,5.31,64.86,338.30,64.18
2000-08-29 08:11:00,5.99,67.79,310.32,62.00
2000-08-29 08:31:00,21.71,66.44,218.84,64.78
2000-08-29 08:55:00,22.12,66.44,218.84,64.78
2000-08-29 10:22:00,3.71,66.72,265.36,56.38
2000-08-29 11:06:00,0.19,63.28,214.87,62.39
2000-08-29 11:28:00,0.67,66.44,218.84,64.78
2000-08-29 15:28:00,1.63,65.46,170.90,70.08
2000-08-29 15:48:00,2.00,65.46,170.90,70.08
2000-08-29 16:08:00,2.39,65.46,170.90,70.08
2000-08-29 17:30:00,9.92,67.34,256.32,58.22
2000-08-29 17:52:00,4.48,65.46,170.90,70.08
2000-08-29 18:12:00,6.29,70.27,203.38,71.32
2000-08-29 18:39:00,1.74,72.04,104.28,77.72
2000-08-29 22:39:00,0.67,66.36,16.03,69.30
2000-08-30 00:05:00,2.18,65.20,18.82,68.35
2000-08-30 00:37:00,2.42,65.28,13.54,68.13
2000-08-30 02:22:00,2.15,64.25,339.44,63.77
2000-08-30 05:58:00,22.35,67.34,256.32,58.22
2000-08-30 06:42:00,21.94,69.51,245.52,62.48
2000-08-30 09:05:00,22.30,66.44,218.84,64.78
2000-08-30 09:32:00,21.51,70.27,203.38,71.32
2000-08-30 14:11:00,0.43,65.46,170.90,70.08
2000-08-30 21:02:00,12.96,77.21,254.97,69.12
2000-08-31 02:21:00,2.10,64.86,338.30,64.18
2000-08-31 07:41:00,1.01,66.72,265.36,56.38
2000-08-31 08:25:00,23.66,69.51,245.52,62.48
2000-08-31 09:23:00,0.96,67.64,248.07,60.03
2000-08-31 09:46:00,0.51,67.49,238.77,61.76
2000-08-31 10:11:00,0.93,67.49,238.77,61.76
2000-08-31 12:35:00,5.88,69.02,265.91,58.76
2000-08-31 14:26:00,0.65,65.46,170.90,70.08
2000-08-31 16:56:00,3.39,65.46,170.90,70.08
2000-08-31 21:38:00,23.97,63.44,24.08,66.90
2000-09-01 01:43:00,23.90,66.06,314.56,61.16
2000-09-01 04:31:00,21.87,71.22,265.95,61.11
2000-09-01 05:25:00,0.58,65.76,282.26,55.28
2000-09-01 06:55:00,2.06,65.76,282.26,55.28
2000-09-01 07:18:00,22.02,67.49,238.77,61.76
2000-09-01 10:54:00,23.76,65.60,212.57,65.12
2000-09-01 17:12:00,0.13,72.04,104.28,77.72
2000-09-01 19:09:00,21.75,71.50,19.20,74.50
2000-09-01 23:36:00,1.42,65.28,13.54,68.13
2000-09-02 01:27:00,8.46,72.04,104.28,77.72
2000-09-02 02:56:00,1.81,69.13,322.37,65.60
2000-09-02 06:25:00,4.54,66.06,314.56,61.16
2000-09-02 06:46:00,21.50,67.49,238.77,61.76
2000-09-02 08:05:00,5.92,67.79,310.32,62.00
2000-09-02 08:34:00,0.30,64.50,248.79,56.66
2000-09-02 09:37:00,7.40,70.39,308.27,64.17
2000-09-02 10:54:00,8.69,70.39,308.27,64.17
2000-09-02 14:33:00,5.82,67.64,248.07,60.03
2000-09-02 15:02:00,20.33,68.71,80.70,73.53
2000-09-02 16:11:00,2.50,65.46,170.90,70.08
2000-09-03 20:16:00,22.74,66.12,23.70,69.46
2000-09-04 07:40:00,0.07,67.34,256.32,58.22
2000-09-04 09:08:00,21.89,71.21,216.35,70.14
2000-09-04 17:47:00,23.52,68.71,80.70,73.53
2000-09-04 18:14:00,0.01,68.71,80.70,73.53
2000-09-04 19:18:00,1.11,68.71,80.70,73.53
2000-09-04 21:22:00,23.34,61.27,18.75,64.61
2000-09-05 17:06:00,22.74,68.71,80.70,73.53
2000-09-05 21:03:00,23.51,66.12,23.70,69.46
2000-09-06 21:05:00,9.20,70.27,203.38,71.32
2000-09-07 01:48:00,24.00,66.06,314.56,61.16
2000-09-07 05:22:00,21.15,64.50,248.79,56.66
2000-09-07 08:26:00,0.20,64.50,248.79,56.66
2000-09-07 10:48:00,23.68,65.27,212.14,64.87
2000-09-07 16:00:00,18.50,75.31,15.83,78.20
2000-09-07 21:29:00,23.94,66.13,23.70,69.46
2000-09-07 23:27:00,23.30,64.25,339.44,63.77
2000-09-08 05:29:00,0.68,65.76,282.26,55.28
2000-09-08 07:25:00,2.60,65.76,282.26,55.28
2000-09-08 07:45:00,5.63,67.79,310.32,62.00
2000-09-08 08:31:00,0.29,64.50,248.79,56.66
2000-09-08 09:49:00,1.47,62.07,246.65,54.62
2000-09-08 10:34:00,23.72,63.27,214.87,62.39
2000-09-08 12:13:00,4.63,67.34,256.32,58.22
2000-09-08 13:48:00,0.20,65.46,170.90,70.08
2000-09-08 14:08:00,3.18,66.44,218.84,64.78
2000-09-08 17:36:00,23.34,68.71,80.70,73.53
2000-09-08 17:57:00,23.72,68.71,80.70,73.53
2000-09-08 18:36:00,0.41,68.71,80.70,73.53
2000-09-08 23:12:00,1.55,64.64,23.53,68.02
2000-09-10 20:24:00,23.00,71.50,19.20,74.50
2000-09-11 17:56:00,20.52,71.50,19.20,74.50
2000-09-12 04:12:00,2.41,66.06,314.56,61.16
2000-09-12 09:20:00,7.16,70.38,308.27,64.17
2000-09-12 09:40:00,23.12,66.11,220.89,64.05
2000-09-12 10:01:00,3.43,66.72,265.36,56.38
2000-09-12 10:21:00,23.81,66.11,220.89,64.05
2000-09-12 12:08:00,3.79,62.07,246.65,54.62
2000-09-12 12:38:00,4.26,62.07,246.65,54.62
2000-09-12 13:19:00,5.68,67.34,256.32,58.22
2000-09-12 17:13:00,6.19,67.44,214.78,66.56
2000-09-12 19:10:00,5.89,65.46,170.90,70.08
2000-09-12 20:22:00,22.77,61.50,25.85,65.10
2000-09-13 00:51:00,0.65,64.86,338.30,64.18
2000-09-13 03:31:00,22.77,65.76,282.26,55.28
2000-09-13 17:08:00,22.84,68.71,80.70,73.53
2000-09-13 22:27:00,23.36,70.22,351.30,70.90
2000-09-14 05:30:00,0.74,65.76,282.26,55.28
2000-09-15 04:54:00,22.34,66.72,265.36,56.38
2000-09-15 21:05:00,2.88,68.71,80.70,73.53
2000-09-16 07:34:00,23.40,64.50,248.79,56.66
2000-09-16 10:56:00,21.57,65.46,170.90,70.08
2000-09-16 11:20:00,0.27,65.27,212.14,64.87
2000-09-16 18:53:00,4.48,65.13,147.89,70.62
2000-09-16 20:31:00,22.90,63.45,24.08,66.90
2000-09-16 20:52:00,23.27,61.50,25.85,65.10
2000-09-16 21:18:00,22.90,62.06,10.99,64.94
2000-09-16 22:14:00,0.21,61.27,18.75,64.61
2000-09-17 00:41:00,2.63,61.27,18.75,64.61
2000-09-17 03:39:00,21.12,66.72,265.36,56.38
2000-09-17 12:57:00,6.37,69.02,265.91,58.76
